Timestamp,Brain Wave Type,Spike Value,Max Value,Ending Value,Average Value,Summary
2018-04-03 10:03:46.594 to 2018-04-03 10:03:50.608,Delta_AF8,-0.0353955475758671,0.2060313346984917,-0.0170009866659905,0.11076100047554388,"From 2018-04-03 10:03:46.594 to 2018-04-03 10:03:50.608, Delta_AF8 spiked significantly, indicating heightened activity."
2018-04-03 10:03:51.218 to 2018-04-03 10:03:52.008,Delta_AF8,-0.0109836041015658,0.0960973289991495,-0.0524168588255143,0.06165362899577539,"From 2018-04-03 10:03:51.218 to 2018-04-03 10:03:52.008, Delta_AF8 spiked significantly, indicating heightened activity."
2018-04-03 10:02:10.228 to 2018-04-03 10:02:15.962,Theta_TP9,-0.1247091099416655,1.252828260486215,-0.037875111706642,0.6517132268097108,"From 2018-04-03 10:02:10.228 to 2018-04-03 10:02:15.962, Theta_TP9 spiked significantly, indicating heightened activity."
2018-04-03 10:02:17.683 to 2018-04-03 10:02:25.311,Theta_TP9,-0.0352490958865041,1.070959830551368,-0.1317367232619406,0.8191393145029287,"From 2018-04-03 10:02:17.683 to 2018-04-03 10:02:25.311, Theta_TP9 spiked significantly, indicating heightened activity."
2018-04-03 10:02:25.768 to 2018-04-03 10:03:01.175,Theta_TP9,-0.1398551869956431,0.8451606157055352,-0.065140636853749,0.36473018849342165,"From 2018-04-03 10:02:25.768 to 2018-04-03 10:03:01.175, Theta_TP9 spiked significantly, indicating heightened activity."
2018-04-03 10:03:01.557 to 2018-04-03 10:03:03.401,Theta_TP9,-0.0214490336020706,0.2409924025985156,-0.028627755360505,0.18042865366145894,"From 2018-04-03 10:03:01.557 to 2018-04-03 10:03:03.401, Theta_TP9 spiked significantly, indicating heightened activity."
2018-04-03 10:03:03.777 to 2018-04-03 10:03:13.048,Theta_TP9,-0.0944584844074478,0.6721000719790218,-0.032900576737056,0.2947231563591696,"From 2018-04-03 10:03:03.777 to 2018-04-03 10:03:13.048, Theta_TP9 spiked significantly, indicating heightened activity."
2018-04-03 10:03:13.368 to 2018-04-03 10:03:28.401,Theta_TP9,-0.0337046261327042,1.010257281896568,-0.0558483223073609,0.31797008488173417,"From 2018-04-03 10:03:13.368 to 2018-04-03 10:03:28.401, Theta_TP9 spiked significantly, indicating heightened activity."
2018-04-03 10:03:29.220 to 2018-04-03 10:03:44.178,Theta_TP9,-0.0621945624744733,0.7015297058271415,-0.0432868871071502,0.35045571301777956,"From 2018-04-03 10:03:29.220 to 2018-04-03 10:03:44.178, Theta_TP9 spiked significantly, indicating heightened activity."
2018-04-03 10:03:44.720 to 2018-04-03 10:03:49.625,Theta_TP9,-0.0558496487969683,0.687525623032546,-0.0244464745493146,0.3579693115112856,"From 2018-04-03 10:03:44.720 to 2018-04-03 10:03:49.625, Theta_TP9 spiked significantly, indicating heightened activity."
2018-04-03 10:03:49.799 to 2018-04-03 10:03:55.621,Theta_TP9,-0.0270780490215296,0.4213031834983356,-0.0216308833785651,0.2266401981871635,"From 2018-04-03 10:03:49.799 to 2018-04-03 10:03:55.621, Theta_TP9 spiked significantly, indicating heightened activity."
2018-04-03 10:02:10.622 to 2018-04-03 10:02:12.409,Theta_AF8,-0.1105791012657055,0.1796697099021272,-0.102018002953412,0.10948942180853694,"From 2018-04-03 10:02:10.622 to 2018-04-03 10:02:12.409, Theta_AF8 spiked significantly, indicating heightened activity."
2018-04-03 10:02:19.417 to 2018-04-03 10:02:21.920,Theta_AF8,-0.0278777956648601,0.5749381528833821,-0.1018976876956905,0.36553375373634045,"From 2018-04-03 10:02:19.417 to 2018-04-03 10:02:21.920, Theta_AF8 spiked significantly, indicating heightened activity."
2018-04-03 10:02:46.996 to 2018-04-03 10:02:48.422,Theta_AF8,0.0254405939301142,0.2252278261840473,0.0159246298719628,0.1770019621635193,"From 2018-04-03 10:02:46.996 to 2018-04-03 10:02:48.422, Theta_AF8 spiked significantly, indicating heightened activity."
2018-04-03 10:02:52.856 to 2018-04-03 10:02:57.126,Theta_AF8,-0.0707964954579669,0.6861729045984626,-0.0718640373925967,0.3256442186570079,"From 2018-04-03 10:02:52.856 to 2018-04-03 10:02:57.126, Theta_AF8 spiked significantly, indicating heightened activity."
2018-04-03 10:03:09.074 to 2018-04-03 10:03:09.878,Theta_AF8,-0.0010224220955019,0.0202330733803387,-0.0199672643497258,0.0107701999199541,"From 2018-04-03 10:03:09.074 to 2018-04-03 10:03:09.878, Theta_AF8 spiked significantly, indicating heightened activity."
2018-04-03 10:03:46.970 to 2018-04-03 10:03:47.890,Theta_AF8,-0.006231587627823,0.0187628796915481,-0.0389597581839951,0.011377996066791607,"From 2018-04-03 10:03:46.970 to 2018-04-03 10:03:47.890, Theta_AF8 spiked significantly, indicating heightened activity."
2018-04-03 10:03:50.008 to 2018-04-03 10:03:50.253,Theta_AF8,-0.0023910709034852,0.00548640759989,-0.0040270641027088,0.004494692401934636,"From 2018-04-03 10:03:50.008 to 2018-04-03 10:03:50.253, Theta_AF8 spiked significantly, indicating heightened activity."
2018-04-03 10:02:56.741 to 2018-04-03 10:02:58.684,Theta_TP10,0.5438299056116763,1.246015051604399,0.7688600159337422,1.1523948347651722,"From 2018-04-03 10:02:56.741 to 2018-04-03 10:02:58.684, Theta_TP10 spiked significantly, indicating heightened activity."
2018-04-03 10:03:38.693 to 2018-04-03 10:04:03.440,Theta_TP10,0.0010628477718762,0.6740141760139119,-0.0296053376057588,0.3578425263180159,"From 2018-04-03 10:03:38.693 to 2018-04-03 10:04:03.440, Theta_TP10 spiked significantly, indicating heightened activity."
2018-04-03 10:02:12.640 to 2018-04-03 10:02:14.579,Alpha_AF8,0.005106188387235,0.1872148083557956,-0.0330032558842477,0.1503897599124886,"From 2018-04-03 10:02:12.640 to 2018-04-03 10:02:14.579, Alpha_AF8 spiked significantly, indicating heightened activity."
2018-04-03 10:02:15.571 to 2018-04-03 10:02:16.931,Alpha_AF8,-0.0536353694213167,-0.0074822914962587,-0.0368261044917008,-0.007634189298044446,"From 2018-04-03 10:02:15.571 to 2018-04-03 10:02:16.931, Alpha_AF8 spiked significantly, indicating heightened activity."
2018-04-03 10:02:17.911 to 2018-04-03 10:02:19.980,Alpha_AF8,-0.0436843420059216,0.3046614169301796,-0.045458854183401,0.2541112496577742,"From 2018-04-03 10:02:17.911 to 2018-04-03 10:02:19.980, Alpha_AF8 spiked significantly, indicating heightened activity."
2018-04-03 10:02:20.167 to 2018-04-03 10:02:23.989,Alpha_AF8,0.0011523828304688,0.2534735529557325,-0.118382704755725,0.22937021453199075,"From 2018-04-03 10:02:20.167 to 2018-04-03 10:02:23.989, Alpha_AF8 spiked significantly, indicating heightened activity."
2018-04-03 10:02:26.386 to 2018-04-03 10:02:28.075,Alpha_AF8,-0.0112008056142904,0.0409134796761025,-0.0046218815118058,0.02015546358134629,"From 2018-04-03 10:02:26.386 to 2018-04-03 10:02:28.075, Alpha_AF8 spiked significantly, indicating heightened activity."
2018-04-03 10:02:46.712 to 2018-04-03 10:02:59.093,Alpha_AF8,0.0689040423383798,0.6288050910901345,0.1001262438185149,0.3634109639901569,"From 2018-04-03 10:02:46.712 to 2018-04-03 10:02:59.093, Alpha_AF8 spiked significantly, indicating heightened activity."
2018-04-03 10:03:01.060 to 2018-04-03 10:03:03.393,Alpha_AF8,-0.0239580467600712,0.2992653709836692,-0.0747102445824874,0.2205151894105492,"From 2018-04-03 10:03:01.060 to 2018-04-03 10:03:03.393, Alpha_AF8 spiked significantly, indicating heightened activity."
2018-04-03 10:03:06.092 to 2018-04-03 10:03:13.874,Alpha_AF8,-0.0152183344598555,0.5757227989767966,-0.0107887113858472,0.3189957326606267,"From 2018-04-03 10:03:06.092 to 2018-04-03 10:03:13.874, Alpha_AF8 spiked significantly, indicating heightened activity."
2018-04-03 10:03:14.992 to 2018-04-03 10:03:32.070,Alpha_AF8,0.0227417774243857,0.4954451954261263,0.0123323315654128,0.2712870301445054,"From 2018-04-03 10:03:14.992 to 2018-04-03 10:03:32.070, Alpha_AF8 spiked significantly, indicating heightened activity."
2018-04-03 10:03:32.858 to 2018-04-03 10:03:38.899,Alpha_AF8,-0.088596146090145,0.2934234638870614,-0.0411598702303777,0.16760700886514307,"From 2018-04-03 10:03:32.858 to 2018-04-03 10:03:38.899, Alpha_AF8 spiked significantly, indicating heightened activity."
2018-04-03 10:03:41.056 to 2018-04-03 10:03:56.029,Alpha_AF8,-0.1502636162073348,0.7208719919742862,-0.0597821227555357,0.2832647561704382,"From 2018-04-03 10:03:41.056 to 2018-04-03 10:03:56.029, Alpha_AF8 spiked significantly, indicating heightened activity."
2018-04-03 10:02:16.250 to 2018-04-03 10:02:24.457,Beta_TP9,0.0027754566110242,0.8795728504258211,-0.0050226790377434,0.4303372345423915,"From 2018-04-03 10:02:16.250 to 2018-04-03 10:02:24.457, Beta_TP9 spiked significantly, indicating heightened activity."
2018-04-03 10:02:12.598 to 2018-04-03 10:02:15.074,Beta_AF8,-0.2171471170250698,0.7337271138207309,-0.2050107947800777,0.475413332015846,"From 2018-04-03 10:02:12.598 to 2018-04-03 10:02:15.074, Beta_AF8 spiked significantly, indicating heightened activity."
2018-04-03 10:02:18.936 to 2018-04-03 10:02:19.793,Beta_AF8,-0.0110083329150185,0.1155021526157893,-0.0804147371639344,0.07118015885977592,"From 2018-04-03 10:02:18.936 to 2018-04-03 10:02:19.793, Beta_AF8 spiked significantly, indicating heightened activity."
2018-04-03 10:02:52.698 to 2018-04-03 10:02:54.631,Beta_AF8,0.0248302353562439,0.6099571358360575,-0.1372816637671661,0.5078432747137217,"From 2018-04-03 10:02:52.698 to 2018-04-03 10:02:54.631, Beta_AF8 spiked significantly, indicating heightened activity."
2018-04-03 10:03:06.725 to 2018-04-03 10:03:07.735,Beta_AF8,-0.0373378022838643,0.0500067049995006,-0.0477386148060747,0.028811248686966818,"From 2018-04-03 10:03:06.725 to 2018-04-03 10:03:07.735, Beta_AF8 spiked significantly, indicating heightened activity."
2018-04-03 10:02:13.263 to 2018-04-03 10:02:14.740,Gamma_TP9,-0.2026401622440803,0.2298736466051572,-0.121471343982951,0.09139779859151045,"From 2018-04-03 10:02:13.263 to 2018-04-03 10:02:14.740, Gamma_TP9 spiked significantly, indicating heightened activity."
2018-04-03 10:02:52.407 to 2018-04-03 10:02:54.389,Gamma_TP9,-0.0047116818426105,0.4536479206670746,-0.159546786998126,0.30207752317961006,"From 2018-04-03 10:02:52.407 to 2018-04-03 10:02:54.389, Gamma_TP9 spiked significantly, indicating heightened activity."
2018-04-03 10:03:42.415 to 2018-04-03 10:03:43.157,Gamma_TP9,-0.1995068303530636,0.1159690760760085,-0.0853640121520261,0.043036104485940155,"From 2018-04-03 10:03:42.415 to 2018-04-03 10:03:43.157, Gamma_TP9 spiked significantly, indicating heightened activity."
2018-04-03 10:02:12.829 to 2018-04-03 10:02:14.938,Gamma_AF8,-0.0382376577324009,0.5653120423185001,-0.0356836188350123,0.4021438466548321,"From 2018-04-03 10:02:12.829 to 2018-04-03 10:02:14.938, Gamma_AF8 spiked significantly, indicating heightened activity."
2018-04-03 10:02:52.703 to 2018-04-03 10:02:54.500,Gamma_AF8,-0.1942163687295771,0.4420793452418207,-0.1696219599374947,0.36347687985303073,"From 2018-04-03 10:02:52.703 to 2018-04-03 10:02:54.500, Gamma_AF8 spiked significantly, indicating heightened activity."
2018-04-03 10:03:42.038 to 2018-04-03 10:03:43.947,Gamma_AF8,-0.594015045451547,0.6270377412181886,-0.3168250364882859,0.38445021946461494,"From 2018-04-03 10:03:42.038 to 2018-04-03 10:03:43.947, Gamma_AF8 spiked significantly, indicating heightened activity."
